"[run number]","file-name","initial-meetings-pct","alpha","iterations-multiplier","lambda","threshold","[step]","res-ari","res-p","res-r","res-s","length (remove-duplicates [label-id] of turtles)"
"75","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.5981391414502959","0.6205172197200594","0.42994476755523275","0.2069743907312435","3"
"74","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6262435852682728","0.5820043923711349","0.42202790392521045","0.2660026173573572","3"
"76","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6962645695791659","0.6374608486274599","0.48837482160530343","0.35462178036878533","3"
"77","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6848526387445367","0.6445689931601533","0.47766929871355046","0.21216854161273316","3"
"78","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.5484127454584229","0.5319918707307609","0.3392007653179218","0.3437062726373476","4"
"79","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.6445763545109895","0.6083185943271483","0.44545355166990985","0.33852968366145936","3"
"80","breast-cancer.csv","0.5","0.2","75","0.999","0.04","42675","0.7416899684991974","0.6608925570917675","0.7104564207692629","0.5645272701151896","2"
"81","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.7310850192127617","0.6139729770587122","0.6114834247652339","0.483719670792153","2"
"83","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.7003947557178366","0.6754051942120979","0.5195286787407867","0.4377500401742214","3"
"82","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.63342709488866","0.5938178737439241","0.44822485810929513","0.381891192300071","3"
"84","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.786032525679854","0.6740146685396634","0.691142877241961","0.5000219677804844","2"
"85","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.6696207560969772","0.5643235428606077","0.6125678013003252","0.5404759550020759","2"
"86","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.600453923424287","0.5739075171084228","0.439815342967911","0.34333154805952776","3"
"87","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.8372652826768332","0.7358661862064408","0.746979643141657","0.5222489825113067","2"
"88","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.7545035350063479","0.6456632027660407","0.6760064940713765","0.5330516590479524","2"
"89","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.6114739769338854","0.548788597249546","0.40670306319525557","0.37743354071452434","3"
"90","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.6623694403809063","0.6361074691310877","0.4722191472625132","0.39854169859077143","3"
"91","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.6018262549725121","0.5400381177650143","0.40422057644614257","0.3602706774261156","3"
"92","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.8242574611576223","0.7212084573564225","0.7369787531108024","0.5248375603023177","2"
"93","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.6737307701407133","0.654033022349095","0.48839309441771006","0.42083409409703865","3"
"94","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.8306823744652169","0.73059584969493","0.747856510039826","0.5292483887959986","2"
"95","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.701180029275307","0.5820625524831438","0.5789428619601834","0.4766648389376948","2"
"97","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.7856493910735913","0.6902118222502385","0.7241304264884877","0.5305366913173385","2"
"96","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.6636061142954679","0.5630948985914236","0.6159009510850361","0.5880423490616331","2"
"98","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.7043624302966796","0.6700912036238044","0.5372341948874793","0.3003008918583935","3"
"99","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.754579865559734","0.6430855540598456","0.6706081526043102","0.5444101476560681","2"
"100","breast-cancer.csv","0.5","0.2","75","0.999","0.05","42675","0.798233198252776","0.7191452147842929","0.7576436614606671","0.5704791812226113","2"
"101","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.6287341952607501","0.6458975883011926","0.4160333443566969","0.16630142296572747","4"
"102","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.42221972195957014","0.6590112817898104","0.25063866879399016","-0.20702348597422104","13"
"103","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.4786596743839001","0.6665306842073881","0.2596522705728132","-0.1819062567099831","13"
"104","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.4779018236882175","0.6107739036128239","0.23360661245858003","-0.14979130206756597","14"
"106","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.449920432866002","0.5801787536754838","0.24189755893983522","-0.2954556716405014","12"
"107","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5228797621408698","0.6530197345355313","0.29080522276785836","-0.21896851774140128","11"
"105","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5042838425464873","0.5380726756401739","0.24824724888652025","0.03867094343455476","10"
"108","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.4612829328296817","0.6082208918957338","0.24362395366510908","-0.15472209639170753","12"
"109","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5107351883591477","0.6032801620884923","0.26834555624981016","-0.07675206623619384","9"
"110","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.4317143137753166","0.5995757418040499","0.2585879961600202","-0.18652071641817716","10"
"111","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.47229618697939985","0.5914659921966348","0.2676953414705927","-0.05179216868267277","8"
"112","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.4929853351496422","0.5607130806729831","0.2644023300204995","-0.14484553947598303","9"
"113","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.47114926917045796","0.5964740367958172","0.23701244122975101","-0.16419651431841528","12"
"114","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5366908685093629","0.675085286149406","0.30167817424471594","-0.2735908115770626","10"
"115","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5843865320029022","0.6487908266250879","0.3146274736380721","0.01184123061795179","9"
"116","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5215098290257473","0.6027499720107257","0.2793326500719384","-0.1600096778529237","11"
"117","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5791956239224946","0.658266013543676","0.3589270560441568","-0.047984154425565875","7"
"118","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5497145167917231","0.6581444392010177","0.3299734093953938","-0.12918167518145432","8"
"119","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.506105296498748","0.6857643085350479","0.293674078183236","-0.20429724206940322","11"
"121","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.5783809392066723","0.6296302706654928","0.3613424238244011","4.926583090688532E-4","5"
"120","breast-cancer.csv","0.5","0.2","75","0.9995","0.01","42675","0.5575953675448603","0.6318496221798784","0.3439207026738304","-0.22173662616722162","9"
"122","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.4955682130219314","0.5987846949717811","0.28135732609314823","-0.12810531810507136","7"
"124","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.5864365454091492","0.7006979049045434","0.3435301499771155","0.13645409655733753","6"
"125","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.5202298700635943","0.6605381435304333","0.3198490753850006","-0.0014874025014687824","6"
"123","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.4977098779962942","0.5657317646391481","0.30980267998817973","-0.06100191305540259","5"
"126","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.5992567818569018","0.6350489949951157","0.35006293730905874","0.09988468994475053","6"
"127","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.7483026893088294","0.6391603055923302","0.6705701203061741","0.5517437365755059","2"
"128","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6761280373819627","0.611250698732534","0.48182977808863797","0.3781159864665421","3"
"129","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.510615093267275","0.5117214747496031","0.28387116840374604","0.22356159490971056","6"
"130","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6463459323774903","0.6917414074751331","0.4451779198642986","0.06979368451588454","4"
"131","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6048409331253546","0.5997986600218173","0.37789905110654026","0.22544273665352335","4"
"132","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6564685222352813","0.6218401203229286","0.43725033960688864","0.1179195920971844","4"
"134","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6133806911379063","0.6001237264156155","0.4077685689358911","0.3941709330764913","4"
"133","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.5858892410044554","0.639397348166262","0.3602587651644582","0.10175553581080908","5"
"135","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.499242119942756","0.6462973325123936","0.3018098766599826","-0.06602524587589119","7"
"136","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.5593800444022881","0.5207085119355027","0.35731459051305037","0.14468570291353286","4"
"137","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.702308362106511","0.6598727224399232","0.4967175828635688","0.3609587533485351","3"
"138","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6699616357532637","0.6219815894011503","0.47854317294853504","0.2827361379803488","3"
"140","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6786120150763711","0.688024467057856","0.4312257676195951","0.19394164782505005","5"
"139","breast-cancer.csv","0.5","0.2","75","0.9995","0.02","42675","0.6595589088680498","0.6884171207755254","0.45675560335214593","0.18031920724882355","4"
"141","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.5760666832270515","0.5723620433918287","0.35296148625238394","0.22577008717560873","4"
"142","breast-cancer.csv","0.5","0.2","75","0.9995","0.03","42675","0.7242333505645534","0.6887473029500939","0.542019429572014","0.2086456511725755","3"
